pathway,transcriptome_pval,transcriptome_padj,proteome_pval,proteome_padj,phosphoproteome_pval,phosphoproteome_padj,combined_pval,combined_padj,Contrast,Pathway
(KEGG) Cortisol synthesis and secretion,0.066820276,0.358294931,0.260450161,0.549158527,0.629171817,0.995535714,0.914871084,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cortisol Synthesis And Secretion
"(KEGG) Parathyroid hormone synthesis, secretion and action",0.264540338,0.643308944,0.101492537,0.361791045,0.779366701,0.995535714,0.93543209,0.999994885,X19O2NoCyA - X1O2PlusCyA,"Parathyroid Hormone Synthesis, Secretion And Action"
(KEGG) GnRH secretion,0.457391304,0.770345506,0.318059299,0.593693822,0.747318236,0.995535714,0.980948173,0.999994885,X19O2NoCyA - X1O2PlusCyA,Gnrh Secretion
(KEGG) Type II diabetes mellitus,0.486175115,0.786422875,0.095087163,0.351182197,0.926380368,0.995535714,0.95972259,0.999994885,X19O2NoCyA - X1O2PlusCyA,Type Ii Diabetes Mellitus
(KEGG) Insulin resistance,0.102844639,0.438146339,0.294289898,0.573920596,0.839034205,0.995535714,0.936664671,0.999994885,X19O2NoCyA - X1O2PlusCyA,Insulin Resistance
(KEGG) Non-alcoholic fatty liver disease,0.690045249,0.879524887,0.971684054,0.991451787,0.708421053,0.995535714,0.999816971,0.999994885,X19O2NoCyA - X1O2PlusCyA,Non-Alcoholic Fatty Liver Disease
(KEGG) AGE-RAGE signaling pathway in diabetic complications,0.19266055,0.575720897,0.522321429,0.740956854,0.479591837,0.995535714,0.976871056,0.999994885,X19O2NoCyA - X1O2PlusCyA,Age-Rage Signaling Pathway In Diabetic Complications
(KEGG) Cushing syndrome,0.626838235,0.861629618,0.356005789,0.612896329,0.115736041,0.963222532,0.966126719,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cushing Syndrome
"(KEGG) Growth hormone synthesis, secretion and action",0.689849624,0.879524887,0.290882779,0.573920596,0.644153226,0.995535714,0.989111915,0.999994885,X19O2NoCyA - X1O2PlusCyA,"Growth Hormone Synthesis, Secretion And Action"
(KEGG) Type I diabetes mellitus,0.687969925,0.879524887,0.147572816,0.425852982,NA,NA,0.757091075,0.999994885,X19O2NoCyA - X1O2PlusCyA,Type I Diabetes Mellitus
(KEGG) Maturity onset diabetes of the young,0.303030303,0.659037932,NA,NA,NA,NA,0.659037932,0.999994885,X19O2NoCyA - X1O2PlusCyA,Maturity Onset Diabetes Of The Young
(KEGG) Aldosterone-regulated sodium reabsorption,0.942528736,0.990955278,0.388254486,0.635897888,0.81748072,0.995535714,0.998947525,0.999994885,X19O2NoCyA - X1O2PlusCyA,Aldosterone-Regulated Sodium Reabsorption
(KEGG) Endocrine and other factor-regulated calcium reabsorption,0.122775801,0.483332583,0.078303426,0.322936776,0.458868895,0.995535714,0.888809323,0.999994885,X19O2NoCyA - X1O2PlusCyA,Endocrine And Other Factor-Regulated Calcium Reabsorption
(KEGG) Vasopressin-regulated water reabsorption,0.291111111,0.64668254,0.590163934,0.792221737,0.97761194,0.995535714,0.985989676,0.999994885,X19O2NoCyA - X1O2PlusCyA,Vasopressin-Regulated Water Reabsorption
(KEGG) Proximal tubule bicarbonate reclamation,0.670955882,0.874191289,0.162348877,0.439576382,0.88619403,0.995535714,0.981408609,0.999994885,X19O2NoCyA - X1O2PlusCyA,Proximal Tubule Bicarbonate Reclamation
(KEGG) Salivary secretion,0.904545455,0.984662625,0.632090762,0.814954276,0.945255474,0.995535714,0.99947156,0.999994885,X19O2NoCyA - X1O2PlusCyA,Salivary Secretion
(KEGG) Gastric acid secretion,0.280487805,0.64561709,0.644094488,0.814954276,0.976162098,0.995535714,0.987544207,0.999994885,X19O2NoCyA - X1O2PlusCyA,Gastric Acid Secretion
(KEGG) Pancreatic secretion,0.428571429,0.770345506,0.492346939,0.724180206,0.945255474,0.995535714,0.988713119,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pancreatic Secretion
(KEGG) Carbohydrate digestion and absorption,0.647377939,0.864535181,0.361629881,0.616111856,0.325481799,0.995535714,0.989713873,0.999994885,X19O2NoCyA - X1O2PlusCyA,Carbohydrate Digestion And Absorption
(KEGG) Fat digestion and absorption,0.517467249,0.800658281,0.895145631,0.955032135,NA,NA,0.963740603,0.999994885,X19O2NoCyA - X1O2PlusCyA,Fat Digestion And Absorption
(KEGG) Bile secretion,0.312910284,0.67113861,0.078504673,0.322936776,NA,NA,0.495361665,0.999994885,X19O2NoCyA - X1O2PlusCyA,Bile Secretion
(KEGG) Vitamin digestion and absorption,NA,NA,NA,NA,NA,NA,NA,NA,X19O2NoCyA - X1O2PlusCyA,Vitamin Digestion And Absorption
(KEGG) Mineral absorption,0.068014706,0.358518195,0.324435318,0.594164248,0.096359743,0.959821429,0.825848384,0.999994885,X19O2NoCyA - X1O2PlusCyA,Mineral Absorption
(KEGG) Cholesterol metabolism,0.168181818,0.539222118,0.77471637,0.895086283,0.83033419,0.995535714,0.98900431,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cholesterol Metabolism
(KEGG) Alzheimer disease,0.129090909,0.489600887,0.188095238,0.47815229,0.037962038,0.890382345,0.746215123,0.999994885,X19O2NoCyA - X1O2PlusCyA,Alzheimer Disease
(KEGG) Parkinson disease,0.001382505,0.026872442,0.316049383,0.593693822,0.502522704,0.995535714,0.702936084,0.999994885,X19O2NoCyA - X1O2PlusCyA,Parkinson Disease
(KEGG) Amyotrophic lateral sclerosis,0.120629371,0.481085642,0.018181818,0.189968652,0.030120482,0.777108434,0.462516947,0.999994885,X19O2NoCyA - X1O2PlusCyA,Amyotrophic Lateral Sclerosis
(KEGG) Huntington disease,0.049907579,0.304338371,0.295483871,0.573920596,0.152610442,0.987311178,0.864930571,0.999994885,X19O2NoCyA - X1O2PlusCyA,Huntington Disease
(KEGG) Spinocerebellar ataxia,0.583955224,0.840982744,0.328125,0.594164248,0.023138833,0.777108434,0.875803479,0.999994885,X19O2NoCyA - X1O2PlusCyA,Spinocerebellar Ataxia
(KEGG) Prion disease,0.145756458,0.527096027,0.860927152,0.932207401,0.174395161,0.995535714,0.992035614,0.999994885,X19O2NoCyA - X1O2PlusCyA,Prion Disease
(KEGG) Cocaine addiction,0.494172494,0.786469774,0.104501608,0.364282201,0.291773779,0.995535714,0.961455419,0.999994885,X19O2NoCyA - X1O2PlusCyA,Cocaine Addiction
(KEGG) Amphetamine addiction,0.668439716,0.874191289,0.052469136,0.260625379,0.556892779,0.995535714,0.964165147,0.999994885,X19O2NoCyA - X1O2PlusCyA,Amphetamine Addiction
(KEGG) Morphine addiction,0.375438596,0.731564551,0.497652582,0.724945829,0.424450549,0.995535714,0.98648932,0.999994885,X19O2NoCyA - X1O2PlusCyA,Morphine Addiction
(KEGG) Alcoholism,0.24587156,0.631950868,0.145772595,0.425852982,0.867346939,0.995535714,0.94478824,0.999994885,X19O2NoCyA - X1O2PlusCyA,Alcoholism
(KEGG) Bacterial invasion of epithelial cells,0.727433628,0.911821499,0.705014749,0.84045911,0.911039657,0.995535714,0.997918203,0.999994885,X19O2NoCyA - X1O2PlusCyA,Bacterial Invasion Of Epithelial Cells
(KEGG) Vibrio cholerae infection,0.251670379,0.636337299,0.02733119,0.223574986,0.934065934,0.995535714,0.898325639,0.999994885,X19O2NoCyA - X1O2PlusCyA,Vibrio Cholerae Infection
(KEGG) Epithelial cell signaling in Helicobacter pylori infection,0.159292035,0.534082704,0.20846395,0.491847365,0.895833333,0.995535714,0.939095817,0.999994885,X19O2NoCyA - X1O2PlusCyA,Epithelial Cell Signaling In Helicobacter Pylori Infection
(KEGG) Pathogenic Escherichia coli infection,0.490566038,0.786422875,0.944148936,0.983082913,0.721774194,0.995535714,0.999296621,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pathogenic Escherichia Coli Infection
(KEGG) Shigellosis,0.651053864,0.865289537,0.069565217,0.309974425,0.965,0.995535714,0.968624028,0.999994885,X19O2NoCyA - X1O2PlusCyA,Shigellosis
(KEGG) Salmonella infection,0.299817185,0.656641862,0.688995215,0.828434723,0.48951049,0.995535714,0.988984218,0.999994885,X19O2NoCyA - X1O2PlusCyA,Salmonella Infection
(KEGG) Pertussis,1,1,0.968503937,0.991451787,0.491965389,0.995535714,0.999796199,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pertussis
(KEGG) Legionellosis,0.436300175,0.770345506,0.652892562,0.814954276,0.40625,0.995535714,0.992943085,0.999994885,X19O2NoCyA - X1O2PlusCyA,Legionellosis
(KEGG) Yersinia infection,0.295289855,0.651313085,0.520639148,0.740956854,0.613613614,0.995535714,0.98245402,0.999994885,X19O2NoCyA - X1O2PlusCyA,Yersinia Infection
(KEGG) Leishmaniasis,0.520220588,0.800933678,0.672619048,0.818488239,0.30199115,0.995535714,0.994176277,0.999994885,X19O2NoCyA - X1O2PlusCyA,Leishmaniasis
(KEGG) Chagas disease,0.601834862,0.848030983,0.188596491,0.47815229,0.822002472,0.995535714,0.980845769,0.999994885,X19O2NoCyA - X1O2PlusCyA,Chagas Disease
(KEGG) African trypanosomiasis,0.373626374,0.731564551,0.026284459,0.221227531,0.746556474,0.995535714,0.922595629,0.999994885,X19O2NoCyA - X1O2PlusCyA,African Trypanosomiasis
(KEGG) Malaria,0.096069869,0.433010569,0.03364486,0.229664083,NA,NA,0.260266044,0.999994885,X19O2NoCyA - X1O2PlusCyA,Malaria
(KEGG) Toxoplasmosis,0.546641791,0.825753934,0.212976023,0.492608663,0.459236326,0.995535714,0.979335849,0.999994885,X19O2NoCyA - X1O2PlusCyA,Toxoplasmosis
(KEGG) Amoebiasis,0.179078014,0.546012377,0.114241002,0.379826174,0.609489051,0.995535714,0.91920542,0.999994885,X19O2NoCyA - X1O2PlusCyA,Amoebiasis
(KEGG) Staphylococcus aureus infection,0.26,0.641746032,0.190654206,0.47815229,NA,NA,0.586296391,0.999994885,X19O2NoCyA - X1O2PlusCyA,Staphylococcus Aureus Infection
(KEGG) Tuberculosis,0.335154827,0.695780781,0.063087248,0.294083634,0.766834171,0.995535714,0.932253833,0.999994885,X19O2NoCyA - X1O2PlusCyA,Tuberculosis
(KEGG) Hepatitis C,0.026792616,0.231458436,0.29261745,0.573920596,0.690524194,0.995535714,0.883650401,0.999994885,X19O2NoCyA - X1O2PlusCyA,Hepatitis C
(KEGG) Hepatitis B,0.196226415,0.575720897,0.073138298,0.321172525,0.923541247,0.995535714,0.911773569,0.999994885,X19O2NoCyA - X1O2PlusCyA,Hepatitis B
(KEGG) Measles,0.158671587,0.534082704,0.118715084,0.382666706,0.843877551,0.995535714,0.917232892,0.999994885,X19O2NoCyA - X1O2PlusCyA,Measles
(KEGG) Human cytomegalovirus infection,0.274376417,0.64561709,0.633204633,0.814954276,0.87012987,0.995535714,0.987544207,0.999994885,X19O2NoCyA - X1O2PlusCyA,Human Cytomegalovirus Infection
(KEGG) Influenza A,0.353497164,0.718546524,0.097357441,0.351182197,0.572012257,0.995535714,0.947708813,0.999994885,X19O2NoCyA - X1O2PlusCyA,Influenza A
(KEGG) Human papillomavirus infection,0.584086799,0.840982744,0.05163728,0.260625379,0.491508492,0.995535714,0.956901241,0.999994885,X19O2NoCyA - X1O2PlusCyA,Human Papillomavirus Infection
(KEGG) Human T-cell leukemia virus 1 infection,0.27765237,0.64561709,0.776923077,0.895086283,0.774225774,0.995535714,0.992843512,0.999994885,X19O2NoCyA - X1O2PlusCyA,Human T-Cell Leukemia Virus 1 Infection
(KEGG) Kaposi sarcoma-associated herpesvirus infection,0.454054054,0.770345506,0.16356383,0.439576382,0.834677419,0.995535714,0.967777636,0.999994885,X19O2NoCyA - X1O2PlusCyA,Kaposi Sarcoma-Associated Herpesvirus Infection
(KEGG) Herpes simplex virus 1 infection,0.991258741,0.995889603,0.465717982,0.695135707,0.970970971,0.995535714,0.999566106,0.999994885,X19O2NoCyA - X1O2PlusCyA,Herpes Simplex Virus 1 Infection
(KEGG) Epstein-Barr virus infection,0.177101968,0.545333782,0.116580311,0.379826174,0.978915663,0.995535714,0.919057252,0.999994885,X19O2NoCyA - X1O2PlusCyA,Epstein-Barr Virus Infection
(KEGG) Human immunodeficiency virus 1 infection,0.390374332,0.744824645,0.751861042,0.879590331,0.989010989,0.995535714,0.994869466,0.999994885,X19O2NoCyA - X1O2PlusCyA,Human Immunodeficiency Virus 1 Infection
(KEGG) Pathways in cancer,0.630824373,0.861629618,0.022781775,0.209178112,0.345654346,0.995535714,0.952577203,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pathways In Cancer
(KEGG) Transcriptional misregulation in cancer,0.783964365,0.947009479,0.882556131,0.944927589,0.109953704,0.959821429,0.997916317,0.999994885,X19O2NoCyA - X1O2PlusCyA,Transcriptional Misregulation In Cancer
(KEGG) Viral carcinogenesis,0.402573529,0.763416876,0.533678756,0.7486327,0.822802198,0.995535714,0.9895762,0.999994885,X19O2NoCyA - X1O2PlusCyA,Viral Carcinogenesis
(KEGG) Chemical carcinogenesis,0.425110132,0.770345506,0.249180328,0.538059287,0.922912206,0.995535714,0.976816456,0.999994885,X19O2NoCyA - X1O2PlusCyA,Chemical Carcinogenesis
(KEGG) Proteoglycans in cancer,0.923076923,0.986518636,0.86997319,0.93808497,0.909090909,0.995535714,0.999881194,0.999994885,X19O2NoCyA - X1O2PlusCyA,Proteoglycans In Cancer
(KEGG) MicroRNAs in cancer,0.738404453,0.911821499,0.495185695,0.724837031,0.480519481,0.995535714,0.995794225,0.999994885,X19O2NoCyA - X1O2PlusCyA,Micrornas In Cancer
(KEGG) Colorectal cancer,0.665454545,0.874191289,0.861445783,0.932207401,0.206315789,0.995535714,0.998790089,0.999994885,X19O2NoCyA - X1O2PlusCyA,Colorectal Cancer
(KEGG) Renal cell carcinoma,0.750572082,0.91900755,0.033773862,0.229664083,0.69035533,0.995535714,0.970608446,0.999994885,X19O2NoCyA - X1O2PlusCyA,Renal Cell Carcinoma
(KEGG) Pancreatic cancer,0.208487085,0.600365587,0.191919192,0.47815229,0.10162334,0.959821429,0.86965195,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pancreatic Cancer
(KEGG) Endometrial cancer,0.551569507,0.825753934,0.657223796,0.814954276,0.353065539,0.995535714,0.994891523,0.999994885,X19O2NoCyA - X1O2PlusCyA,Endometrial Cancer
(KEGG) Glioma,0.213523132,0.603688127,0.116244411,0.379826174,0.524402908,0.995535714,0.931201268,0.999994885,X19O2NoCyA - X1O2PlusCyA,Glioma
(KEGG) Prostate cancer,0.571115974,0.840982744,0.078869048,0.322936776,0.394153226,0.995535714,0.96568408,0.999994885,X19O2NoCyA - X1O2PlusCyA,Prostate Cancer
(KEGG) Thyroid cancer,0.736111111,0.911821499,0.809825674,0.90690414,0.701388889,0.995535714,0.99886894,0.999994885,X19O2NoCyA - X1O2PlusCyA,Thyroid Cancer
(KEGG) Basal cell carcinoma,0.164414414,0.537476326,0.373514431,0.62183996,0.072929543,0.959821429,0.89307385,0.999994885,X19O2NoCyA - X1O2PlusCyA,Basal Cell Carcinoma
(KEGG) Melanoma,0.68940754,0.879524887,0.211023622,0.491847365,0.538716814,0.995535714,0.985179414,0.999994885,X19O2NoCyA - X1O2PlusCyA,Melanoma
(KEGG) Bladder cancer,0.438502674,0.770345506,0.168557536,0.448008189,0.678240741,0.995535714,0.968657269,0.999994885,X19O2NoCyA - X1O2PlusCyA,Bladder Cancer
(KEGG) Chronic myeloid leukemia,0.444649446,0.770345506,0.044604317,0.250279776,0.718592965,0.995535714,0.939184542,0.999994885,X19O2NoCyA - X1O2PlusCyA,Chronic Myeloid Leukemia
(KEGG) Acute myeloid leukemia,0.992687386,0.995889603,0.96328928,0.991451787,0.517137097,0.995535714,0.999994885,0.999994885,X19O2NoCyA - X1O2PlusCyA,Acute Myeloid Leukemia
(KEGG) Small cell lung cancer,0.447706422,0.770345506,0.333821376,0.594164248,0.360551432,0.995535714,0.980980687,0.999994885,X19O2NoCyA - X1O2PlusCyA,Small Cell Lung Cancer
(KEGG) Non-small cell lung cancer,0.172661871,0.545333782,0.111773472,0.376304024,0.68845761,0.995535714,0.918251942,0.999994885,X19O2NoCyA - X1O2PlusCyA,Non-Small Cell Lung Cancer
(KEGG) Breast cancer,0.584090909,0.840982744,0.881924198,0.944927589,0.048730964,0.900496477,0.987466518,0.999994885,X19O2NoCyA - X1O2PlusCyA,Breast Cancer
(KEGG) Hepatocellular carcinoma,0.431444241,0.770345506,0.210174029,0.491847365,0.708124373,0.995535714,0.972889921,0.999994885,X19O2NoCyA - X1O2PlusCyA,Hepatocellular Carcinoma
(KEGG) Gastric cancer,0.670818505,0.874191289,0.716840537,0.848447979,0.218590398,0.995535714,0.997163346,0.999994885,X19O2NoCyA - X1O2PlusCyA,Gastric Cancer
(KEGG) Central carbon metabolism in cancer,0.000182934,0.006321392,0.00542113,0.086452761,0.643962848,0.995535714,0.236696732,0.999994885,X19O2NoCyA - X1O2PlusCyA,Central Carbon Metabolism In Cancer
(KEGG) Choline metabolism in cancer,0.237588652,0.620924966,0.287009063,0.573920596,0.538947368,0.995535714,0.963674139,0.999994885,X19O2NoCyA - X1O2PlusCyA,Choline Metabolism In Cancer
(KEGG) PD-L1 expression and PD-1 checkpoint pathway in cancer,0.127504554,0.489600887,0.094827586,0.351182197,0.973790323,0.995535714,0.898662555,0.999994885,X19O2NoCyA - X1O2PlusCyA,Pd-L1 Expression And Pd-1 Checkpoint Pathway In Cancer
(KEGG) Asthma,0.18972332,0.572853908,NA,NA,NA,NA,0.572853908,0.999994885,X19O2NoCyA - X1O2PlusCyA,Asthma
(KEGG) Autoimmune thyroid disease,0.947598253,0.990955278,0.147572816,0.425852982,NA,NA,0.93812938,0.999994885,X19O2NoCyA - X1O2PlusCyA,Autoimmune Thyroid Disease
(KEGG) Inflammatory bowel disease,0.623885918,0.861629618,0.097244733,0.351182197,0.027038195,0.777108434,0.80165628,0.999994885,X19O2NoCyA - X1O2PlusCyA,Inflammatory Bowel Disease
(KEGG) Systemic lupus erythematosus,0.458244111,0.770345506,NA,NA,NA,NA,0.770345506,0.999994885,X19O2NoCyA - X1O2PlusCyA,Systemic Lupus Erythematosus
(KEGG) Rheumatoid arthritis,0.264770241,0.643308944,0.037313433,0.234958232,NA,NA,0.40081692,0.999994885,X19O2NoCyA - X1O2PlusCyA,Rheumatoid Arthritis
(KEGG) Allograft rejection,0.0496614,0.304338371,0.062337662,0.294083634,0.609394314,0.995535714,0.816319742,0.999994885,X19O2NoCyA - X1O2PlusCyA,Allograft Rejection
(KEGG) Graft-versus-host disease,0.006067232,0.088686163,0.04964539,0.259354365,0.875912409,0.995535714,0.639931128,0.999994885,X19O2NoCyA - X1O2PlusCyA,Graft-Versus-Host Disease
(KEGG) Hypertrophic cardiomyopathy,0.738839286,0.911821499,0.476997579,0.708481698,0.738654147,0.995535714,0.995435591,0.999994885,X19O2NoCyA - X1O2PlusCyA,Hypertrophic Cardiomyopathy
(KEGG) Arrhythmogenic right ventricular cardiomyopathy,0.635974304,0.861629618,0.723404255,0.850115344,NA,NA,0.933492485,0.999994885,X19O2NoCyA - X1O2PlusCyA,Arrhythmogenic Right Ventricular Cardiomyopathy
(KEGG) Dilated cardiomyopathy,0.335585586,0.695780781,0.543887147,0.759146678,0.690934066,0.995535714,0.986503592,0.999994885,X19O2NoCyA - X1O2PlusCyA,Dilated Cardiomyopathy
(KEGG) Viral myocarditis,0.828442438,0.954242956,0.061320755,0.294083634,0.410025707,0.995535714,0.985044566,0.999994885,X19O2NoCyA - X1O2PlusCyA,Viral Myocarditis
(KEGG) Fluid shear stress and atherosclerosis,0.839323467,0.954839096,0.451339915,0.687216052,0.430934026,0.995535714,0.997190588,0.999994885,X19O2NoCyA - X1O2PlusCyA,Fluid Shear Stress And Atherosclerosis
"(KEGG) Valine, leucine and isoleucine biosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,X19O2NoCyA - X1O2PlusCyA,"Valine, Leucine And Isoleucine Biosynthesis"
(KEGG) D-Arginine and D-ornithine metabolism,NA,NA,NA,NA,NA,NA,NA,NA,X19O2NoCyA - X1O2PlusCyA,D-Arginine And D-Ornithine Metabolism
"(KEGG) Neomycin, kanamycin and gentamicin biosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,X19O2NoCyA - X1O2PlusCyA,"Neomycin, Kanamycin And Gentamicin Biosynthesis"
(KEGG) Protein digestion and absorption,NA,NA,NA,NA,NA,NA,NA,NA,X19O2NoCyA - X1O2PlusCyA,Protein Digestion And Absorption
(KEGG) Nicotine addiction,NA,NA,NA,NA,NA,NA,NA,NA,X19O2NoCyA - X1O2PlusCyA,Nicotine Addiction
