Contrast,Pathway,FDR,Method,negativelog10FDR
X19O2NoCyA - X1O2PlusCyA,Focal adhesion,0.579221791,Transcriptomics,0.237155108
X19O2NoCyA - X1O2PlusCyA,Tyrosine metabolism,0.579221791,Transcriptomics,0.237155108
X19O2NoCyA - X1O2PlusCyA,Serotonergic synapse,0.584151529,Transcriptomics,0.233474482
X19O2NoCyA - X1O2PlusCyA,Rap1 signaling pathway,0.587903088,Transcriptomics,0.230694258
X19O2NoCyA - X1O2PlusCyA,ErbB signaling pathway,0.587903088,Transcriptomics,0.230694258
X19O2NoCyA - X1O2PlusCyA,Propanoate metabolism,0.588277031,Transcriptomics,0.230418108
X19O2NoCyA - X1O2PlusCyA,Fatty acid elongation,0.588277031,Transcriptomics,0.230418108
X19O2NoCyA - X1O2PlusCyA,Biosynthesis of cofactors,0.588277031,Transcriptomics,0.230418108
X19O2NoCyA - X1O2PlusCyA,Taste transduction,0.588277031,Transcriptomics,0.230418108
X19O2NoCyA - X1O2PlusCyA,"Phenylalanine, tyrosine and tryptophan biosynthesis",0.604021666,Transcriptomics,0.218947483
X19O2NoCyA - X1O2PlusCyA,"Parathyroid hormone synthesis, secretion and action",0.604021666,Transcriptomics,0.218947483
X19O2NoCyA - X1O2PlusCyA,Measles,0.604021666,Transcriptomics,0.218947483
X19O2NoCyA - X1O2PlusCyA,Mismatch repair,0.604021666,Transcriptomics,0.218947483
X19O2NoCyA - X1O2PlusCyA,Pyruvate metabolism,0.627501644,Transcriptomics,0.202385132
X19O2NoCyA - X1O2PlusCyA,Tuberculosis,0.627501644,Transcriptomics,0.202385132
X19O2NoCyA - X1O2PlusCyA,Staphylococcus aureus infection,0.65332708,Transcriptomics,0.18486934
X19O2NoCyA - X1O2PlusCyA,TGF-beta signaling pathway,0.65332708,Transcriptomics,0.18486934
X19O2NoCyA - X1O2PlusCyA,Transcriptional misregulation in cancer,0.65332708,Transcriptomics,0.18486934
X19O2NoCyA - X1O2PlusCyA,Alcoholism,0.65332708,Transcriptomics,0.18486934
X19O2NoCyA - X1O2PlusCyA,Arginine biosynthesis,0.65332708,Transcriptomics,0.18486934
X19O2NoCyA - X1O2PlusCyA,Signaling pathways regulating pluripotency of stem cells,0.65332708,Transcriptomics,0.18486934
X19O2NoCyA - X1O2PlusCyA,Hypertrophic cardiomyopathy,0.65332708,Transcriptomics,0.18486934
X19O2NoCyA - X1O2PlusCyA,Ras signaling pathway,0.65332708,Transcriptomics,0.18486934
X19O2NoCyA - X1O2PlusCyA,Cushing syndrome,0.654196938,Transcriptomics,0.184291493
X19O2NoCyA - X1O2PlusCyA,Human cytomegalovirus infection,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Relaxin signaling pathway,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Osteoclast differentiation,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Regulation of actin cytoskeleton,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Base excision repair,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Endocytosis,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Carbohydrate digestion and absorption,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Pathways in cancer,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,GABAergic synapse,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Fatty acid metabolism,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Renin secretion,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Cholesterol metabolism,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Insulin secretion,0.656157302,Transcriptomics,0.182992034
X19O2NoCyA - X1O2PlusCyA,Cysteine and methionine metabolism,0.660760087,Transcriptomics,0.179956198
X19O2NoCyA - X1O2PlusCyA,Necroptosis,0.660760087,Transcriptomics,0.179956198
X19O2NoCyA - X1O2PlusCyA,Phagosome,0.660760087,Transcriptomics,0.179956198
X19O2NoCyA - X1O2PlusCyA,Autophagy - animal,0.661298937,Transcriptomics,0.179602175
X19O2NoCyA - X1O2PlusCyA,Rheumatoid arthritis,0.662179956,Transcriptomics,0.179023969
X19O2NoCyA - X1O2PlusCyA,TNF signaling pathway,0.662179956,Transcriptomics,0.179023969
X19O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - reactive oxygen species,0.673072102,Transcriptomics,0.17193841
X19O2NoCyA - X1O2PlusCyA,Chronic myeloid leukemia,0.674599991,Transcriptomics,0.170953669
X19O2NoCyA - X1O2PlusCyA,Terpenoid backbone biosynthesis,0.67977325,Transcriptomics,0.167635929
X19O2NoCyA - X1O2PlusCyA,Phospholipase D signaling pathway,0.680444526,Transcriptomics,0.167207275
X19O2NoCyA - X1O2PlusCyA,Herpes simplex virus 1 infection,0.687490461,Transcriptomics,0.162733324
X19O2NoCyA - X1O2PlusCyA,Hippo signaling pathway - multiple species,0.698316132,Transcriptomics,0.155947925
X19O2NoCyA - X1O2PlusCyA,Synaptic vesicle cycle,0.700998683,Transcriptomics,0.154282798
X19O2NoCyA - X1O2PlusCyA,Pathogenic Escherichia coli infection,0.702831785,Transcriptomics,0.153148606
X19O2NoCyA - X1O2PlusCyA,Non-alcoholic fatty liver disease,0.702831785,Transcriptomics,0.153148606
X19O2NoCyA - X1O2PlusCyA,Lipid and atherosclerosis,0.702831785,Transcriptomics,0.153148606
X19O2NoCyA - X1O2PlusCyA,"Alanine, aspartate and glutamate metabolism",0.703724241,Transcriptomics,0.152597489
X19O2NoCyA - X1O2PlusCyA,Cytosolic DNA-sensing pathway,0.703724241,Transcriptomics,0.152597489
X19O2NoCyA - X1O2PlusCyA,PI3K-Akt signaling pathway,0.703724241,Transcriptomics,0.152597489
X19O2NoCyA - X1O2PlusCyA,Notch signaling pathway,0.70635811,Transcriptomics,0.150975064
X19O2NoCyA - X1O2PlusCyA,Gastric cancer,0.714763645,Transcriptomics,0.145837545
X19O2NoCyA - X1O2PlusCyA,Selenocompound metabolism,0.715992961,Transcriptomics,0.145091247
X19O2NoCyA - X1O2PlusCyA,Human T-cell leukemia virus 1 infection,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,Prostate cancer,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,Nicotinate and nicotinamide metabolism,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,Pentose phosphate pathway,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,Renal cell carcinoma,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,Drug metabolism - cytochrome P450,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,Basal cell carcinoma,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,RNA polymerase,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,MicroRNAs in cancer,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,Cortisol synthesis and secretion,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,Autoimmune thyroid disease,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,Systemic lupus erythematosus,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,AMPK signaling pathway,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,FoxO signaling pathway,0.723449101,Transcriptomics,0.140592019
X19O2NoCyA - X1O2PlusCyA,Circadian rhythm,0.730761351,Transcriptomics,0.13622443
X19O2NoCyA - X1O2PlusCyA,Inflammatory bowel disease,0.741632543,Transcriptomics,0.129811222
X19O2NoCyA - X1O2PlusCyA,Pantothenate and CoA biosynthesis,0.744572061,Transcriptomics,0.128093264
X19O2NoCyA - X1O2PlusCyA,Metabolism of xenobiotics by cytochrome P450,0.744658268,Transcriptomics,0.128042984
X19O2NoCyA - X1O2PlusCyA,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.746708983,Transcriptomics,0.126848624
X19O2NoCyA - X1O2PlusCyA,Salivary secretion,0.752697981,Transcriptomics,0.123379249
X19O2NoCyA - X1O2PlusCyA,C-type lectin receptor signaling pathway,0.753155273,Transcriptomics,0.123115479
X19O2NoCyA - X1O2PlusCyA,Vibrio cholerae infection,0.753998861,Transcriptomics,0.12262931
X19O2NoCyA - X1O2PlusCyA,Bladder cancer,0.754420885,Transcriptomics,0.122386297
X19O2NoCyA - X1O2PlusCyA,Toxoplasmosis,0.764120118,Transcriptomics,0.116838366
X19O2NoCyA - X1O2PlusCyA,Cell adhesion molecules,0.767635938,Transcriptomics,0.114844701
X19O2NoCyA - X1O2PlusCyA,Proximal tubule bicarbonate reclamation,0.773332492,Transcriptomics,0.111633742
X19O2NoCyA - X1O2PlusCyA,Complement and coagulation cascades,0.774522752,Transcriptomics,0.11096582
X19O2NoCyA - X1O2PlusCyA,EGFR tyrosine kinase inhibitor resistance,0.774522752,Transcriptomics,0.11096582
X19O2NoCyA - X1O2PlusCyA,Pyrimidine metabolism,0.780683906,Transcriptomics,0.107524774
X19O2NoCyA - X1O2PlusCyA,Dilated cardiomyopathy,0.782455917,Transcriptomics,0.106540121
X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - ganglio series,0.782455917,Transcriptomics,0.106540121
X19O2NoCyA - X1O2PlusCyA,Sulfur relay system,0.78641274,Transcriptomics,0.104349459
X19O2NoCyA - X1O2PlusCyA,Purine metabolism,0.78641274,Transcriptomics,0.104349459
X19O2NoCyA - X1O2PlusCyA,Ubiquinone and other terpenoid-quinone biosynthesis,0.789475792,Transcriptomics,0.102661182
X19O2NoCyA - X1O2PlusCyA,Chagas disease,0.794746729,Transcriptomics,0.099771251
X19O2NoCyA - X1O2PlusCyA,Vasopressin-regulated water reabsorption,0.795175424,Transcriptomics,0.099537051
X19O2NoCyA - X1O2PlusCyA,Ovarian steroidogenesis,0.799611571,Transcriptomics,0.09712093
X19O2NoCyA - X1O2PlusCyA,Thiamine metabolism,0.801136434,Transcriptomics,0.096293517
X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - lacto and neolacto series,0.801136434,Transcriptomics,0.096293517
X19O2NoCyA - X1O2PlusCyA,Breast cancer,0.801136434,Transcriptomics,0.096293517
X19O2NoCyA - X1O2PlusCyA,Glyoxylate and dicarboxylate metabolism,0.801136434,Transcriptomics,0.096293517
X19O2NoCyA - X1O2PlusCyA,Riboflavin metabolism,0.805750502,Transcriptomics,0.093799415
X19O2NoCyA - X1O2PlusCyA,NOD-like receptor signaling pathway,0.80765154,Transcriptomics,0.092775974
X19O2NoCyA - X1O2PlusCyA,Vitamin digestion and absorption,0.80765154,Transcriptomics,0.092775974
X19O2NoCyA - X1O2PlusCyA,Porphyrin metabolism,0.809153991,Transcriptomics,0.091968819
X19O2NoCyA - X1O2PlusCyA,Retinol metabolism,0.818380515,Transcriptomics,0.08704472
X19O2NoCyA - X1O2PlusCyA,Graft-versus-host disease,0.819610494,Transcriptomics,0.086392489
X19O2NoCyA - X1O2PlusCyA,Melanoma,0.819610494,Transcriptomics,0.086392489
X19O2NoCyA - X1O2PlusCyA,Axon guidance,0.819610494,Transcriptomics,0.086392489
X19O2NoCyA - X1O2PlusCyA,Steroid biosynthesis,0.819610494,Transcriptomics,0.086392489
X19O2NoCyA - X1O2PlusCyA,Peroxisome,0.819610494,Transcriptomics,0.086392489
X19O2NoCyA - X1O2PlusCyA,alpha-Linolenic acid metabolism,0.819610494,Transcriptomics,0.086392489
X19O2NoCyA - X1O2PlusCyA,Renin-angiotensin system,0.819610494,Transcriptomics,0.086392489
X19O2NoCyA - X1O2PlusCyA,Other glycan degradation,0.825303206,Transcriptomics,0.083386468
X19O2NoCyA - X1O2PlusCyA,Apoptosis,0.827693479,Transcriptomics,0.082130466
X19O2NoCyA - X1O2PlusCyA,Pertussis,0.827693479,Transcriptomics,0.082130466
X19O2NoCyA - X1O2PlusCyA,Epstein-Barr virus infection,0.833253223,Transcriptomics,0.079222998
X19O2NoCyA - X1O2PlusCyA,Insulin signaling pathway,0.833407274,Transcriptomics,0.079142713
X19O2NoCyA - X1O2PlusCyA,Primary bile acid biosynthesis,0.833407274,Transcriptomics,0.079142713
X19O2NoCyA - X1O2PlusCyA,Cocaine addiction,0.84579742,Transcriptomics,0.072733644
X19O2NoCyA - X1O2PlusCyA,Lipoic acid metabolism,0.84579742,Transcriptomics,0.072733644
X19O2NoCyA - X1O2PlusCyA,Hedgehog signaling pathway,0.862781151,Transcriptomics,0.064099352
X19O2NoCyA - X1O2PlusCyA,Th1 and Th2 cell differentiation,0.86339358,Transcriptomics,0.063791185
X19O2NoCyA - X1O2PlusCyA,Phosphonate and phosphinate metabolism,0.86339358,Transcriptomics,0.063791185
X19O2NoCyA - X1O2PlusCyA,ECM-receptor interaction,0.864521999,Transcriptomics,0.063223951
X19O2NoCyA - X1O2PlusCyA,Antifolate resistance,0.873890322,Transcriptomics,0.05854307
X19O2NoCyA - X1O2PlusCyA,Apoptosis - multiple species,0.874438263,Transcriptomics,0.058270847
X19O2NoCyA - X1O2PlusCyA,Arrhythmogenic right ventricular cardiomyopathy,0.874438263,Transcriptomics,0.058270847
X19O2NoCyA - X1O2PlusCyA,Fatty acid biosynthesis,0.874438263,Transcriptomics,0.058270847
X19O2NoCyA - X1O2PlusCyA,Thyroid cancer,0.879683584,Transcriptomics,0.055673513
X19O2NoCyA - X1O2PlusCyA,Glycerophospholipid metabolism,0.880209879,Transcriptomics,0.055413761
X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - keratan sulfate,0.880209879,Transcriptomics,0.055413761
X19O2NoCyA - X1O2PlusCyA,Arachidonic acid metabolism,0.880209879,Transcriptomics,0.055413761
X19O2NoCyA - X1O2PlusCyA,Lysine degradation,0.880209879,Transcriptomics,0.055413761
X19O2NoCyA - X1O2PlusCyA,Phototransduction,0.880209879,Transcriptomics,0.055413761
X19O2NoCyA - X1O2PlusCyA,Biotin metabolism,0.880209879,Transcriptomics,0.055413761
X19O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - receptor activation,0.880209879,Transcriptomics,0.055413761
X19O2NoCyA - X1O2PlusCyA,Mannose type O-glycan biosynthesis,0.881447078,Transcriptomics,0.054803758
X19O2NoCyA - X1O2PlusCyA,Shigellosis,0.883005996,Transcriptomics,0.054036348
X19O2NoCyA - X1O2PlusCyA,"Valine, leucine and isoleucine biosynthesis",0.884867614,Transcriptomics,0.0531217
X19O2NoCyA - X1O2PlusCyA,Glutathione metabolism,0.884867614,Transcriptomics,0.0531217
X19O2NoCyA - X1O2PlusCyA,Longevity regulating pathway,0.893748714,Transcriptomics,0.04878457
X19O2NoCyA - X1O2PlusCyA,Viral myocarditis,0.896140891,Transcriptomics,0.047623705
X19O2NoCyA - X1O2PlusCyA,Fatty acid degradation,0.906747252,Transcriptomics,0.042513752
X19O2NoCyA - X1O2PlusCyA,Autophagy - other,0.920412564,Transcriptomics,0.036017462
X19O2NoCyA - X1O2PlusCyA,Small cell lung cancer,0.920412564,Transcriptomics,0.036017462
X19O2NoCyA - X1O2PlusCyA,Pancreatic secretion,0.92055153,Transcriptomics,0.035951896
X19O2NoCyA - X1O2PlusCyA,Chemical carcinogenesis - DNA adducts,0.92131676,Transcriptomics,0.035591028
X19O2NoCyA - X1O2PlusCyA,Drug metabolism - other enzymes,0.92131676,Transcriptomics,0.035591028
X19O2NoCyA - X1O2PlusCyA,Leishmaniasis,0.925150075,Transcriptomics,0.033787811
X19O2NoCyA - X1O2PlusCyA,Vascular smooth muscle contraction,0.925150075,Transcriptomics,0.033787811
X19O2NoCyA - X1O2PlusCyA,Endometrial cancer,0.925150075,Transcriptomics,0.033787811
X19O2NoCyA - X1O2PlusCyA,Nicotine addiction,0.925338271,Transcriptomics,0.033699476
X19O2NoCyA - X1O2PlusCyA,Cardiac muscle contraction,0.925850329,Transcriptomics,0.033459215
X19O2NoCyA - X1O2PlusCyA,Glycerolipid metabolism,0.925850329,Transcriptomics,0.033459215
X19O2NoCyA - X1O2PlusCyA,2-Oxocarboxylic acid metabolism,0.925850329,Transcriptomics,0.033459215
X19O2NoCyA - X1O2PlusCyA,Fat digestion and absorption,0.925850329,Transcriptomics,0.033459215
X19O2NoCyA - X1O2PlusCyA,Proteoglycans in cancer,0.928598361,Transcriptomics,0.032172087
X19O2NoCyA - X1O2PlusCyA,Type I diabetes mellitus,0.929041814,Transcriptomics,0.031964739
X19O2NoCyA - X1O2PlusCyA,Neurotrophin signaling pathway,0.929041814,Transcriptomics,0.031964739
X19O2NoCyA - X1O2PlusCyA,Linoleic acid metabolism,0.929041814,Transcriptomics,0.031964739
X19O2NoCyA - X1O2PlusCyA,Type II diabetes mellitus,0.929041814,Transcriptomics,0.031964739
X19O2NoCyA - X1O2PlusCyA,Legionellosis,0.929041814,Transcriptomics,0.031964739
X19O2NoCyA - X1O2PlusCyA,PPAR signaling pathway,0.933836922,Transcriptomics,0.029728959
X19O2NoCyA - X1O2PlusCyA,Aldosterone-regulated sodium reabsorption,0.933836922,Transcriptomics,0.029728959
X19O2NoCyA - X1O2PlusCyA,MAPK signaling pathway,0.945260957,Transcriptomics,0.02444828
X19O2NoCyA - X1O2PlusCyA,Antigen processing and presentation,0.971637235,Transcriptomics,0.012495851
X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - globo and isoglobo series,0.971699814,Transcriptomics,0.012467881
X19O2NoCyA - X1O2PlusCyA,Glucagon signaling pathway,0.973845499,Transcriptomics,0.011509939
X19O2NoCyA - X1O2PlusCyA,Allograft rejection,0.973845499,Transcriptomics,0.011509939
X19O2NoCyA - X1O2PlusCyA,Insulin resistance,0.977566656,Transcriptomics,0.00985362
X19O2NoCyA - X1O2PlusCyA,Acute myeloid leukemia,0.978467711,Transcriptomics,0.009453501
X19O2NoCyA - X1O2PlusCyA,Sulfur metabolism,0.978467711,Transcriptomics,0.009453501
X19O2NoCyA - X1O2PlusCyA,African trypanosomiasis,0.981472744,Transcriptomics,0.008121757
X19O2NoCyA - X1O2PlusCyA,Nitrogen metabolism,0.981472744,Transcriptomics,0.008121757
X19O2NoCyA - X1O2PlusCyA,Nucleotide excision repair,0.981472744,Transcriptomics,0.008121757
X19O2NoCyA - X1O2PlusCyA,Pentose and glucuronate interconversions,0.981472744,Transcriptomics,0.008121757
X19O2NoCyA - X1O2PlusCyA,Toll-like receptor signaling pathway,0.981472744,Transcriptomics,0.008121757
X19O2NoCyA - X1O2PlusCyA,Calcium signaling pathway,0.981472744,Transcriptomics,0.008121757
X19O2NoCyA - X1O2PlusCyA,Butanoate metabolism,0.981472744,Transcriptomics,0.008121757
X19O2NoCyA - X1O2PlusCyA,Fluid shear stress and atherosclerosis,0.984134575,Transcriptomics,0.00694551
X19O2NoCyA - X1O2PlusCyA,Mineral absorption,0.987671307,Transcriptomics,0.005387563
X1O2NoCyA - X1O2PlusCyA,Protein processing in endoplasmic reticulum,4.98E-05,Transcriptomics,4.303098681
X1O2NoCyA - X1O2PlusCyA,DNA replication,0.010905678,Transcriptomics,1.96234731
X1O2NoCyA - X1O2PlusCyA,Cell cycle,0.027827418,Transcriptomics,1.555527089
X1O2NoCyA - X1O2PlusCyA,Citrate cycle (TCA cycle),0.027827418,Transcriptomics,1.555527089
X1O2NoCyA - X1O2PlusCyA,Oocyte meiosis,0.050201915,Transcriptomics,1.299279716
X1O2NoCyA - X1O2PlusCyA,Steroid biosynthesis,0.050201915,Transcriptomics,1.299279716
X1O2NoCyA - X1O2PlusCyA,Ribosome,0.063314517,Transcriptomics,1.198496702
X1O2NoCyA - X1O2PlusCyA,Parkinson disease,0.079476541,Transcriptomics,1.099761044
X1O2NoCyA - X1O2PlusCyA,Coronavirus disease - COVID-19,0.079476541,Transcriptomics,1.099761044
X1O2NoCyA - X1O2PlusCyA,Fanconi anemia pathway,0.084545247,Transcriptomics,1.072910803
X1O2NoCyA - X1O2PlusCyA,p53 signaling pathway,0.086578652,Transcriptomics,1.062589179
X1O2NoCyA - X1O2PlusCyA,Aminoacyl-tRNA biosynthesis,0.086578652,Transcriptomics,1.062589179
X1O2NoCyA - X1O2PlusCyA,Tight junction,0.086578652,Transcriptomics,1.062589179
X1O2NoCyA - X1O2PlusCyA,Oxidative phosphorylation,0.119066054,Transcriptomics,0.924212038
X1O2NoCyA - X1O2PlusCyA,mRNA surveillance pathway,0.131864287,Transcriptomics,0.879872809
X1O2NoCyA - X1O2PlusCyA,Folate biosynthesis,0.131864287,Transcriptomics,0.879872809
X1O2NoCyA - X1O2PlusCyA,Proteasome,0.131864287,Transcriptomics,0.879872809
X1O2NoCyA - X1O2PlusCyA,Intestinal immune network for IgA production,0.131864287,Transcriptomics,0.879872809
X1O2NoCyA - X1O2PlusCyA,N-Glycan biosynthesis,0.131864287,Transcriptomics,0.879872809
X1O2NoCyA - X1O2PlusCyA,Thyroid hormone synthesis,0.137297401,Transcriptomics,0.862337684
X1O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,0.137297401,Transcriptomics,0.862337684
X1O2NoCyA - X1O2PlusCyA,Biosynthesis of amino acids,0.137297401,Transcriptomics,0.862337684
X1O2NoCyA - X1O2PlusCyA,Adipocytokine signaling pathway,0.153116687,Transcriptomics,0.814977477
X1O2NoCyA - X1O2PlusCyA,Ascorbate and aldarate metabolism,0.153404032,Transcriptomics,0.814163225
X1O2NoCyA - X1O2PlusCyA,Taurine and hypotaurine metabolism,0.164587405,Transcriptomics,0.783603401
X1O2NoCyA - X1O2PlusCyA,Colorectal cancer,0.16578295,Transcriptomics,0.780460136
X1O2NoCyA - X1O2PlusCyA,Pancreatic cancer,0.181552731,Transcriptomics,0.740997215
X1O2NoCyA - X1O2PlusCyA,Protein export,0.196421749,Transcriptomics,0.706810425
X1O2NoCyA - X1O2PlusCyA,Malaria,0.196421749,Transcriptomics,0.706810425
X1O2NoCyA - X1O2PlusCyA,Glycosaminoglycan degradation,0.196421749,Transcriptomics,0.706810425
X1O2NoCyA - X1O2PlusCyA,Nucleocytoplasmic transport,0.21582536,Transcriptomics,0.665897526
X1O2NoCyA - X1O2PlusCyA,Cellular senescence,0.239989061,Transcriptomics,0.619808553
X1O2NoCyA - X1O2PlusCyA,Adrenergic signaling in cardiomyocytes,0.240554768,Transcriptomics,0.618786031
X1O2NoCyA - X1O2PlusCyA,Non-homologous end-joining,0.240554768,Transcriptomics,0.618786031
X1O2NoCyA - X1O2PlusCyA,Adherens junction,0.240554768,Transcriptomics,0.618786031
X1O2NoCyA - X1O2PlusCyA,Protein digestion and absorption,0.240554768,Transcriptomics,0.618786031
X1O2NoCyA - X1O2PlusCyA,NF-kappa B signaling pathway,0.240554768,Transcriptomics,0.618786031
X1O2NoCyA - X1O2PlusCyA,RIG-I-like receptor signaling pathway,0.301854833,Transcriptomics,0.520201866
X1O2NoCyA - X1O2PlusCyA,Hippo signaling pathway,0.301854833,Transcriptomics,0.520201866
X1O2NoCyA - X1O2PlusCyA,Fc gamma R-mediated phagocytosis,0.305343943,Transcriptomics,0.515210691
X1O2NoCyA - X1O2PlusCyA,Vitamin digestion and absorption,0.307916693,Transcriptomics,0.511566766
X1O2NoCyA - X1O2PlusCyA,Cortisol synthesis and secretion,0.32213631,Transcriptomics,0.49196032
X1O2NoCyA - X1O2PlusCyA,Retrograde endocannabinoid signaling,0.333819608,Transcriptomics,0.476488157
X1O2NoCyA - X1O2PlusCyA,Diabetic cardiomyopathy,0.333819608,Transcriptomics,0.476488157
X1O2NoCyA - X1O2PlusCyA,Dopaminergic synapse,0.337728567,Transcriptomics,0.471432202
X1O2NoCyA - X1O2PlusCyA,Base excision repair,0.337728567,Transcriptomics,0.471432202
X1O2NoCyA - X1O2PlusCyA,Circadian entrainment,0.337728567,Transcriptomics,0.471432202
X1O2NoCyA - X1O2PlusCyA,Hepatitis C,0.340415658,Transcriptomics,0.467990472
X1O2NoCyA - X1O2PlusCyA,Pentose phosphate pathway,0.352841993,Transcriptomics,0.452419734
X1O2NoCyA - X1O2PlusCyA,Homologous recombination,0.363847886,Transcriptomics,0.439080144
