pathway,code,nodes,"1% O2, CyA+-1% O2, CyA-","1% O2, CyA--19% O2, CyA-","19% O2, CyA--1% O2, CyA+"
Glycosphingolipid biosynthesis - globo and isoglobo series,603,"['NAGA', 'A4GALT', 'GBGT1', 'ST8SIA1', 'GLA', 'ST3GAL1', 'ST3GAL2', 'HEXA', 'HEXB', 'FUT1']",0.094094637,0.12071635,0.187487995
Histidine metabolism,340,"['CNDP2', 'AMDHD1', 'HAL', 'CARNMT1', 'CARNS1', 'ALDH9A1', 'ALDH2', 'ALDH3A2', 'ALDH3B1', 'ALDH3B2']",0.269834651,0.168807856,0.351183371
Complement and coagulation cascades,4610,"['F12', 'F2R', 'SERPINC1', 'PLG', 'PLAU', 'C5', 'CD59', 'CD46', 'PROC', 'A2M', 'C2', 'F5', 'F8', 'VTN', 'PLAUR', 'PROCR', 'CR2', 'C5AR1', 'CFD', 'CD55', 'F13A1', 'SERPINB2', 'MASP2', 'C1S', 'F2RL3', 'C4A']",0.288988523,0.159686127,0.206978207
Proteoglycans in cancer,5205,"['CD44', 'TIAM1', 'ERBB2', 'RHOA', 'FLNA', 'ARHGEF12', 'SLC9A1', 'GAB1', 'RAC1', 'CDC42', 'PAK1', 'IQGAP1', 'ELK1', 'DDX5', 'STAT3', 'CTTN', 'SRC', 'GRB2', 'ARHGEF1', 'CCND1', 'SMAD2', 'MDM2', 'TP53', 'PLAU', 'PLAUR', 'CTNNB1', 'NUDT16L1', 'PXN', 'PTK2', 'PRKCA', 'TLR2', 'TLR4', 'PDCD4', 'TGFB1', 'MYC', 'CBL', 'THBS1', 'VEGFA', 'HIF1A', 'TNF', 'TFAP4', 'CDKN1A', 'IGF1R', 'PDPK1', 'MTOR', 'EIF4B', 'RDX', 'MSN', 'FGF2', 'FGFR1', 'FN1', 'FRS2', 'PTPN11', 'PTCH1', 'SMO', 'HSPG2', 'PTPN6', 'VTN', 'GPC1', 'HBEGF', 'EGFR', 'CD63', 'CASP3', 'DROSHA', 'RPS6', 'FAS', 'EZR', 'ROCK1', 'ROCK2', 'PPP1R12A', 'PPP1R12B', 'PPP1R12C', 'ITPR1', 'ITPR2', 'ITPR3', 'HRAS', 'KRAS', 'NRAS', 'RRAS', 'RRAS2', 'BRAF', 'RAF1', 'ARAF', 'MAP2K1', 'MAP2K2', 'ERBB3', 'HPSE', 'ITGB1', 'ITGAV', 'FZD2', 'FZD3', 'FZD4', 'FZD6', 'PLCG1', 'PLCG2', 'PRKCB', 'PRKCG', 'IHH', 'WNT3', 'WNT6', 'ANK1', 'ANK2', 'ANK3', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'PPP1CA', 'PPP1CB', 'PPP1CC', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'FLNB', 'ACTB', 'ACTG1', 'MAPK1', 'MAPK3', 'HCLS1', 'VAV3', 'VAV1', 'VAV2', 'RPS6KB1', 'RPS6KB2', 'FZD5', 'FZD1', 'FZD8', 'SOS1', 'SOS2', 'PRKACA', 'PRKACB', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'WNT5A', 'WNT10B', 'WNT2B', 'WNT10A', 'WNT5B']",2.255364179,1.915828576,1.705433045
Autophagy - animal,4140,"['IGF1R', 'PTEN', 'PDPK1', 'RAF1', 'HIF1A', 'DDIT4', 'BNIP3', 'PRKCD', 'TSC2', 'TSC1', 'RHEB', 'DEPTOR', 'MTOR', 'AKT1S1', 'MLST8', 'IGBP1', 'ATG13', 'RB1CC1', 'ATG101', 'STK11', 'CAMKK2', 'MAP3K7', 'ERN1', 'TP53INP2', 'TRAF6', 'AMBRA1', 'ITPR1', 'BCL2', 'BCL2L1', 'SUPT20H', 'STX17', 'PIK3R4', 'NRBF2', 'PIK3C3', 'UVRAG', 'SH3GLB1', 'RUBCN', 'ZFYVE1', 'MTMR14', 'BAD', 'HMGB1', 'EIF2AK3', 'EIF2AK4', 'EIF2S1', 'ATG12', 'ATG5', 'RAB33B', 'ATG7', 'CFLAR', 'ATG3', 'PRKCQ', 'VAMP8', 'SNAP29', 'CTSD', 'CTSB', 'VMP1', 'C9ORF72', 'RAB1A', 'WDR41', 'SMCR8', 'SQSTM1', 'TBK1', 'TANK', 'RPTOR', 'ATG14', 'ATG10', 'IRS1', 'IRS2', 'HRAS', 'KRAS', 'NRAS', 'RRAS', 'RRAS2', 'MAP2K1', 'MAP2K2', 'ULK1', 'ATG16L1', 'ATG16L2', 'GABARAP', 'RAB8A', 'RAB39B', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'MAPK1', 'MAPK3', 'RPS6KB1', 'RPS6KB2', 'PPP2CA', 'PPP2CB', 'ATG2A', 'ATG2B', 'WIPI2', 'WIPI1', 'RRAGB', 'RRAGA', 'RRAGD', 'RRAGC', 'PRKAA1', 'MAPK8', 'MAPK9', 'PRKACA', 'PRKACB', 'ATG9B', 'ATG9A', 'BECN1', 'MTMR3', 'MTMR4', 'DAPK3', 'GABARAPL2', 'GABARAPL1', 'MAP1LC3B2', 'MAP1LC3B', 'ATG4A', 'ATG4B', 'ATG4C', 'ATG4D']",2.997699054,5.375360167,4.604778002
Glycolysis / Gluconeogenesis,10,"['DLAT', 'GALM', 'G6PC', 'DLD', 'BPGM', 'MINPP1', 'AKR1A1', 'TPI1', 'GPI', 'ADPGK', 'ALDH9A1', 'AHR', 'PDHB', 'PKLR', 'GAPDH', 'PGM2', 'MDH1', 'MDH2', 'POR', 'ALDOA', 'ALDOB', 'ALDOC', 'ALDH2', 'ALDH3A2', 'ALDH3B1', 'ALDH3B2', 'ADH5', 'PDHA1', 'LDHAL6A', 'LDHA', 'LDHB', 'LDHC', 'PKM', 'ENO1', 'ENO2', 'ENO3', 'PGAM4', 'PGAM1', 'PFKL', 'PFKM', 'PFKP', 'PGM1', 'HK1', 'HK2', 'G6PC3', 'PGK1', 'PGK2', 'PCK1', 'PCK2', 'ACSS2', 'ACSS1']",0.339249441,0.753629928,1.16045004
Endocytosis,4144,"['STAM', 'HGS', 'STAMBP', 'USP8', 'LDLR', 'VPS28', 'DNAJC6', 'VPS36', 'TSG101', 'VPS25', 'SNF8', 'CHMP6', 'PDCD6IP', 'VTA1', 'CHMP5', 'CDC42', 'ARF6', 'HRAS', 'SRC', 'TFRC', 'EPS15', 'LDLRAP1', 'SH3KBP1', 'EEA1', 'RABEP1', 'EHD3', 'EHD1', 'RAB4A', 'EHD4', 'RBSN', 'VPS45', 'RAB7A', 'PML', 'RHOA', 'CHMP7', 'ZFYVE27', 'CAPZB', 'RAB35', 'RAB10', 'VPS29', 'VPS35', 'RAB8A', 'SPG21', 'IGF2R', 'WASL', 'IST1', 'WASHC1', 'WASHC3', 'WASHC4', 'WASHC5', 'CBL', 'CBLB', 'NEDD4', 'NEDD4L', 'MDM2', 'TRAF6', 'RNF41', 'ITCH', 'WWP1', 'CLTA', 'CLTB', 'CLTC', 'AP2B1', 'AP2M1', 'AP2S1', 'CHMP2A', 'CHMP2B', 'RAB11A', 'RAB11B', 'CXCR1', 'CXCR2', 'CXCR4', 'EGFR', 'FGFR3', 'FGFR4', 'IGF1R', 'SH3GLB1', 'SH3GLB2', 'TGFBR1', 'TGFBR2', 'SMAD2', 'SMAD3', 'IL2RA', 'IL2RG', 'STAM2', 'SMURF1', 'SMURF2', 'CLTCL1', 'AP2A1', 'AP2A2', 'MVB12A', 'CHMP4B', 'CHMP4A', 'CHMP1A', 'CHMP1B', 'VPS4A', 'VPS4B', 'EPN2', 'EPN1', 'EPS15L1', 'SH3GL1', 'GRK2', 'GRK4', 'GRK5', 'GRK6', 'ARRB2', 'RAB11FIP2', 'RAB11FIP1', 'RUFY2', 'RUFY1']",0.549833042,2.500186394,2.207638584
EGFR tyrosine kinase inhibitor resistance,1521,"['ERBB3', 'ERBB2', 'EGFR', 'GSK3B', 'EIF4EBP1', 'MTOR', 'BAD', 'GAB1', 'GRB2', 'PTEN', 'NF1', 'IGF1R', 'STAT3', 'BCL2', 'BAX', 'BCL2L1', 'BCL2L11', 'VEGFA', 'FGF2', 'SRC', 'EIF4E', 'FOXO3', 'RPS6', 'SHC1', 'SHC4', 'PRKCA', 'PRKCB', 'PRKCG', 'PLCG1', 'PLCG2', 'MAP2K1', 'MAP2K2', 'BRAF', 'RAF1', 'ARAF', 'HRAS', 'KRAS', 'NRAS', 'FGFR3', 'JAK1', 'JAK2', 'RPS6KB1', 'RPS6KB2', 'SOS1', 'SOS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'MAPK1', 'MAPK3', 'PDGFD', 'EIF4E1B', 'EIF4E2']",1.010176067,1.809151813,1.744242456
Diabetic cardiomyopathy,5415,"['PPP2R4', 'PRKCB', 'CYBA', 'NCF1', 'NCF2', 'NCF4', 'CPT1B', 'AGER', 'MTOR', 'INSR', 'GSK3B', 'TBC1D4', 'IRS1', 'PTEN', 'SP1', 'ACE', 'SLC2A1', 'NOS3', 'GAPDH', 'PARP1', 'G6PD', 'GSR', 'CTSD', 'PRKCZ', 'PPARA', 'CYBB', 'PRKCA', 'PRKCD', 'VDAC1', 'VDAC2', 'VDAC3', 'PPIF', 'RAC1', 'RAC2', 'TGFB1', 'TGFB3', 'NFKB1', 'RELA', 'PDHB', 'TGFBR1', 'TGFBR2', 'SMAD2', 'SMAD3', 'PRKCG', 'SLC25A4', 'SLC25A5', 'SLC25A6', 'PDK2', 'PDK3', 'ATP2A1', 'ATP2A2', 'ATP2A3', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPK8', 'MAPK9', 'GYS1', 'GYS2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'PDHA1', 'PLCB1', 'PLCB2', 'PLCB3', 'PPP1CA', 'PPP1CB', 'PPP1CC']",0.292058224,0.225075896,0.139399046
Pertussis,5133,"['ITGB1', 'TLR4', 'LY96', 'MYD88', 'TIRAP', 'IRF3', 'NOD1', 'IL1B', 'IL23A', 'RHOA', 'CASP3', 'CASP7', 'C1S', 'C2', 'C5', 'TNF', 'IRAK1', 'TRAF6', 'IRF8', 'IRF1', 'CASP1', 'PYCARD', 'IRAK4', 'TICAM1', 'NFKB1', 'RELA', 'FOS', 'JUN', 'GNAI2', 'GNAI3', 'CFL1', 'CFL2', 'C4A', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPK1', 'MAPK3', 'MAPK8', 'MAPK9']",0.261769381,0.142270666,0.123860145
Toll-like receptor signaling pathway,4620,"['TRAF6', 'IRAK1', 'IRAK4', 'MYD88', 'MAP3K8', 'NFKB1', 'TRAF3', 'RIPK1', 'IRF7', 'IRF5', 'CD86', 'IKBKB', 'MAP3K7', 'TIRAP', 'RAC1', 'IL1B', 'TBK1', 'IKBKE', 'FADD', 'CCL5', 'STAT1', 'NFKBIA', 'TNF', 'IRF3', 'CD80', 'TLR2', 'LY96', 'TLR3', 'TLR1', 'TLR6', 'TLR4', 'TOLLIP', 'IKBKG', 'CASP8', 'CTSK', 'CHUK', 'CD40', 'TAB1', 'TAB2', 'TICAM1', 'IFNAR1', 'IFNAR2', 'TLR7', 'MAP2K4', 'MAP2K7', 'RELA', 'MAP2K3', 'MAP2K6', 'MAP2K1', 'MAP2K2', 'FOS', 'JUN', 'MAPK1', 'MAPK3', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPK8', 'MAPK9', 'AKT1', 'AKT2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3']",0.26860566,0.18333218,0.097017777
Metabolism of xenobiotics by cytochrome P450,980,"['CYP2E1', 'EPHX1', 'CYP2D6', 'GSTK1', 'DHDH', 'CBR1', 'GSTO2', 'GSTA4', 'GSTM4', 'MGST1', 'MGST2', 'MGST3', 'GSTO1', 'ALDH3B1', 'ALDH3B2', 'ADH5', 'GSTP1', 'HSD11B1L']",0.128269817,0.197285534,0.219384514
Platinum drug resistance,1524,"['ATM', 'TP53', 'BCL2', 'CASP9', 'CASP3', 'BAD', 'APAF1', 'BID', 'CASP8', 'FADD', 'BAX', 'PMAIP1', 'BBC3', 'BCL2L1', 'SLC31A1', 'COPA', 'ABCC2', 'MLH1', 'XPA', 'ERCC1', 'BRCA1', 'MSH2', 'ERBB2', 'PDPK1', 'CDKN2A', 'MDM2', 'CDKN1A', 'POLH', 'REV3L', 'MAP3K5', 'CYCS', 'FAS', 'BAK1', 'XIAP', 'BIRC5', 'BIRC2', 'BIRC3', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'MAPK1', 'MAPK3']",0.970437645,2.55465809,4.036955455
Glyoxylate and dicarboxylate metabolism,630,"['CS', 'MCEE', 'EDA', 'AFMID', 'GRHPR', 'PGP', 'CAT', 'GLYCTK', 'GLCE', 'MDH1', 'MDH2', 'PCCB', 'MUT', 'GLDC', 'DLD', 'ACO1', 'ACO2', 'ACAT1', 'ACAT2', 'SHMT1', 'SHMT2', 'GCSH', 'ACSS2', 'ACSS1']",0.157968561,0.105831993,0.158620709
Pathways of neurodegeneration - multiple diseases,5022,"['PRNP', 'BAD', 'TUBB', 'GSK3B', 'SOD1', 'BCL2', 'ALS2', 'RAC1', 'RAB5A', 'PINK1', 'MTOR', 'ATG13', 'RB1CC1', 'ATG101', 'AMBRA1', 'PIK3R4', 'NRBF2', 'PIK3C3', 'C9ORF72', 'RAB1A', 'WDR41', 'SMCR8', 'SQSTM1', 'TBK1', 'TANK', 'OPTN', 'VDAC1', 'TARDBP', 'FIG4', 'CHMP2B', 'SPG11', 'MCU', 'MAP3K5', 'EIF2AK3', 'ERN1', 'EIF2S1', 'ATF4', 'XBP1', 'DDIT3', 'HSPA5', 'TRAF2', 'HAP1', 'DLG4', 'STX1A', 'HIP1', 'IFT57', 'CASP8', 'LRRK2', 'HTRA2', 'CASP9', 'CASP3', 'APAF1', 'BAX', 'PARK7', 'BCL2L1', 'TRAP1', 'ATXN3', 'VAPB', 'SIGMAR1', 'TNF', 'DAXX', 'MAP2K3', 'MAP2K6', 'PRPH', 'CCS', 'CDK5R1', 'CDK5', 'CASP7', 'APC', 'CTNNB1', 'CSNK1E', 'AGER', 'CSF1', 'PSEN1', 'HSD17B10', 'PPID', 'SPTBN2', 'MAP3K10', 'MAP2K7', 'UCHL1', 'SNCAIP', 'VCP', 'DERL1', 'APP', 'ZFYVE1', 'FADD', 'BID', 'ATG14', 'ATF6', 'HTT', 'CYCS', 'CAT', 'FUS', 'FAS', 'BAK1', 'RYR1', 'ITPR1', 'ITPR2', 'ITPR3', 'GRIN2D', 'CACNA1D', 'CSNK2B', 'NDUFV1', 'NDUFV2', 'NDUFV3', 'NDUFA1', 'NDUFA2', 'NDUFA3', 'NDUFA4', 'NDUFA5', 'NDUFA6', 'NDUFA7', 'NDUFA8', 'NDUFA9', 'NDUFA10', 'NDUFAB1', 'NDUFA11', 'NDUFA12', 'NDUFA13', 'NDUFB1', 'NDUFB2', 'NDUFB3', 'NDUFB4', 'NDUFB5', 'NDUFB6', 'NDUFB7', 'NDUFB8', 'NDUFB9', 'NDUFB10', 'NDUFB11', 'NDUFS1', 'NDUFS2', 'NDUFS3', 'NDUFS4', 'NDUFS5', 'NDUFS6', 'NDUFS7', 'NDUFS8', 'NDUFC1', 'NDUFC2', 'SDHA', 'SDHB', 'SDHC', 'SDHD', 'UQCRFS1', 'CYC1', 'COX5A', 'COX5B', 'COX6C', 'COX7B', 'COX7C', 'ULK1', 'DNAL1', 'DNAL4', 'PLCG1', 'PPIF', 'VDAC2', 'VDAC3', 'MFN1', 'MFN2', 'PRKCA', 'PRKCB', 'PRKCG', 'TNFRSF1A', 'TNFRSF1B', 'CAPN1', 'FZD2', 'FZD3', 'FZD4', 'FZD6', 'WNT3', 'WNT6', 'HRAS', 'KRAS', 'NRAS', 'RELA', 'NFKB1', 'IL1B', 'ARAF', 'BRAF', 'RAF1', 'MAP2K1', 'MAP2K2', 'PSEN2', 'UBB', 'UBC', 'PSMA6', 'PSMA2', 'PSMA4', 'PSMA7', 'PSMA5', 'PSMA1', 'PSMA3', 'PSMB6', 'PSMB7', 'PSMB3', 'PSMB2', 'PSMB5', 'PSMB1', 'PSMB4', 'PSMC2', 'PSMC1', 'PSMC4', 'PSMC6', 'PSMC3', 'PSMC5', 'PSMD2', 'PSMD1', 'PSMD3', 'PSMD9', 'PSMD12', 'PSMD11', 'PSMD6', 'PSMD7', 'PSMD13', 'PSMD4', 'PSMD14', 'PSMD8', 'UBE2L3', 'UBE2L6', 'KIF5A', 'KIF5B', 'KIF5C', 'KLC1', 'KLC2', 'KLC4', 'TUBA1B', 'TUBA4A', 'TUBA1A', 'TUBAL3', 'TUBA1C', 'TUBB3', 'TUBB4A', 'TUBB4B', 'TUBB2B', 'TUBB2A', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'CSNK2A1', 'CSNK2A2', 'CSNK2A3', 'TOMM40', 'TOMM40L', 'KCTD14', 'NDUFA4L2', 'UQCR11', 'UQCRQ', 'UQCR10', 'UQCRHL', 'UQCRB', 'UQCRC1', 'UQCRC2', 'UQCRH', 'COX4I1', 'COX6A1', 'COX6B1', 'COX7A2', 'COX8A', 'COX7A2L', 'ATG2A', 'ATG2B', 'WIPI2', 'WIPI1', 'BECN1', 'MAP1LC3B2', 'MAP1LC3B', 'DNAH6', 'DNAH10', 'DNAH1', 'DNAH17', 'PLCB1', 'PLCB2', 'PLCB3', 'SLC25A4', 'SLC25A5', 'SLC25A6', 'MAPK8', 'MAPK9', 'ATXN2L', 'ATXN2', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'DVL1', 'DVL2', 'DVL3', 'LRP6', 'LRP5', 'FZD5', 'FZD1', 'FZD8', 'WNT5A', 'WNT10B', 'WNT2B', 'WNT10A', 'WNT5B', 'CYBB', 'MAPK1', 'MAPK3', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'RPS27A', 'UBA52', 'PSMA8', 'ADRM1', 'SEM1', 'UBA1', 'UBA7']",0.521693903,0.506991736,0.513305791
Human papillomavirus infection,5165,"['EIF4EBP1', 'MTOR', 'RHEB', 'TSC2', 'TSC1', 'EGFR', 'GSK3B', 'BAD', 'MDM2', 'TP53', 'CCND1', 'GRB2', 'CDKN1A', 'CDKN1B', 'CDK2', 'RAF1', 'PTK2', 'TNF', 'TNFRSF1A', 'FADD', 'CASP8', 'CASP3', 'PTEN', 'CDC42', 'SCRIB', 'CRB3', 'MPP5', 'PXN', 'VEGFA', 'NFX1', 'UBE3A', 'TERT', 'E2F1', 'EP300', 'JAG1', 'TLR3', 'TRAF3', 'IKBKE', 'TBK1', 'IRF3', 'PSEN1', 'IFNAR1', 'IFNAR2', 'TYK2', 'JAK1', 'STAT2', 'STAT1', 'IRF9', 'EIF2AK2', 'ISG15', 'BCAP31', 'PTGER4', 'GNAS', 'BAX', 'FOXO1', 'SLC9A3R1', 'CTNNB1', 'APC', 'TRADD', 'UBR4', 'CHD4', 'IRF1', 'TBP', 'ATM', 'ATR', 'TADA3', 'PSMC1', 'FAS', 'PATJ', 'TICAM1', 'BAK1', 'PKM', 'IKBKG', 'IKBKB', 'NFKB1', 'RELA', 'HRAS', 'KRAS', 'NRAS', 'MAP2K1', 'MAP2K2', 'ITGA3', 'ITGA4', 'ITGA6', 'ITGA7', 'ITGA10', 'ITGA11', 'ITGAV', 'ITGB1', 'ITGB4', 'ITGB7', 'THBS1', 'FN1', 'LAMB4', 'LAMC1', 'VTN', 'PRKCI', 'PRKCZ', 'DLG1', 'DLG2', 'DLG3', 'RB1', 'RBL1', 'RBL2', 'CDK4', 'CDK6', 'CCND2', 'CCND3', 'NOTCH1', 'NOTCH2', 'NOTCH4', 'HES1', 'CREB1', 'CREB3', 'CREB5', 'FZD2', 'FZD3', 'FZD4', 'FZD6', 'AXIN1', 'AXIN2', 'TCF7', 'TCF7L1', 'TCF7L2', 'WNT3', 'WNT6', 'RPS6KB1', 'RPS6KB2', 'AKT1', 'AKT2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'CHUK', 'SOS1', 'SOS2', 'MAPK1', 'MAPK3', 'COL4A3', 'COL4A4', 'COL9A2', 'COL9A3', 'COMP', 'LAMA2', 'LAMA3', 'LAMA5', 'THBS3', 'THBS4', 'TNXB', 'CCNE1', 'CCNE2', 'PARD6A', 'PARD6B', 'LLGL2', 'LLGL1', 'CCNA2', 'CREBBP', 'RBPJL', 'RBPJ', 'MAML3', 'MAML2', 'MAML1', 'HES6', 'HEY1', 'HEY2', 'LFNG', 'MFNG', 'RFNG', 'MX1', 'MX2', 'TCIRG1', 'ATP6V1G3', 'ATP6V0E2', 'ATP6V0A2', 'ATP6V1C2', 'ATP6V1D', 'ATP6V1H', 'ATP6V1A', 'ATP6V1B2', 'ATP6V0C', 'ATP6V1C1', 'ATP6V1E1', 'ATP6V0B', 'ATP6V1G2', 'ATP6V0A1', 'ATP6AP1', 'ATP6V0E1', 'ATP6V1E2', 'ATP6V0D1', 'ATP6V1F', 'ATP6V1G1', 'PRKACA', 'PRKACB', 'CREB3L4', 'CREB3L2', 'PPP2R3C', 'PPP2CA', 'PPP2CB', 'PPP2R1A', 'PPP2R1B', 'PPP2R2A', 'PPP2R5A', 'PPP2R5B', 'PPP2R5C', 'PPP2R5D', 'PPP2R5E', 'PPP2R2D', 'FZD5', 'FZD1', 'FZD8', 'DVL1', 'DVL2', 'DVL3', 'APC2', 'WNT5A', 'WNT10B', 'WNT2B', 'WNT10A', 'WNT5B', 'HDAC1', 'HDAC2']",1.210113122,0.256339249,0.168814877
Notch signaling pathway,4330,"['NCSTN', 'NCOR2', 'PTCRA', 'SNW1', 'ADAM17', 'PSENEN', 'NUMBL', 'CIR1', 'PSEN1', 'PSEN2', 'HES1', 'EP300', 'JAG1', 'JAG2', 'NOTCH1', 'NOTCH2', 'NOTCH4', 'APH1A', 'APH1B', 'HDAC1', 'HDAC2', 'TLE3', 'TLE4', 'TLE6', 'CTBP1', 'RBPJL', 'RBPJ', 'CREBBP', 'KAT2A', 'KAT2B', 'MAML3', 'MAML2', 'MAML1', 'DTX2', 'DTX3L', 'DTX1', 'DTX3', 'DTX4', 'NUMB', 'DVL1', 'DVL2', 'DVL3', 'LFNG', 'MFNG', 'RFNG', 'DLL3', 'ATXN1L', 'HEY1', 'HEY2']",2.007119247,1.610141331,0.683447535
Cortisol synthesis and secretion,4927,"['GNAS', 'ORAI1', 'LDLR', 'SCARB1', 'NCEH1', 'NR4A1', 'SP1', 'PBX1', 'ITPR1', 'ITPR2', 'ITPR3', 'GNA11', 'CREB1', 'ATF2', 'ATF4', 'CREB3', 'CREB5', 'ATF6B', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'PLCB1', 'PLCB2', 'PLCB3', 'CREB3L4', 'CREB3L2', 'PRKACA', 'PRKACB']",0.435559026,0.145542876,0.210983253
Antifolate resistance,1523,"['SLC19A1', 'ABCC1', 'ABCC2', 'ABCC4', 'ABCC5', 'GART', 'FPGS', 'SLC46A1', 'GGH', 'DHFR', 'IL1B', 'TNF', 'MTHFR', 'TYMS', 'ATIC', 'IKBKB', 'IKBKG', 'NFKB1', 'RELA', 'CHUK']",0.277691203,0.227079917,0.169311014
Rheumatoid arthritis,5323,"['TNFSF11', 'TNF', 'IL23A', 'LTB', 'IL11', 'CSF1', 'IFNG', 'IL1B', 'CTSK', 'ACP5', 'TNFSF13', 'TNFSF13B', 'ICAM1', 'CD28', 'FLT1', 'VEGFA', 'CCL5', 'ITGAL', 'CD80', 'CD86', 'TLR2', 'TLR4', 'JUN', 'FOS']",0.319158914,0.154980706,0.357599178
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,563,"['DPM2', 'PIGQ', 'PIGP', 'PIGH', 'PIGC', 'PIGX', 'PIGU', 'PIGT', 'PIGS', 'PIGM', 'PIGF', 'PIGL', 'PIGK', 'PIGB', 'PGAP1', 'PIGN', 'PIGA', 'GPLD1', 'PIGO', 'PIGW', 'PIGV', 'PIGG', 'MPPE1', 'GPAA1', 'ERI1']",0.038459515,0.064549377,0.111088941
Prolactin signaling pathway,4917,"['RAF1', 'JAK2', 'SRC', 'GRB2', 'FOXO3', 'GALT', 'TNFSF11', 'IRF1', 'CCND2', 'CCND1', 'GSK3B', 'FOS', 'MAP2K1', 'MAP2K2', 'HRAS', 'KRAS', 'NRAS', 'STAT1', 'STAT3', 'STAT5A', 'STAT5B', 'SHC1', 'SHC4', 'SOCS1', 'SOCS4', 'SOCS5', 'ESR2', 'NFKB1', 'RELA', 'AKT1', 'AKT2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'MAPK1', 'MAPK3', 'SOS1', 'SOS2', 'MAPK8', 'MAPK9', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'SOCS7']",0.916434061,0.171188038,0.159678684
Yersinia infection,5135,"['ITGB1', 'SRC', 'WASL', 'FN1', 'BCAR1', 'CRK', 'ARF6', 'PXN', 'GIT2', 'ARHGEF7', 'WAS', 'RHOA', 'BAIAP2', 'WASF2', 'NLRC4', 'MEFV', 'PYCARD', 'CASP1', 'IL1B', 'LIMK1', 'SKAP2', 'LCK', 'ZAP70', 'LAT', 'PLCG1', 'RAC1', 'IKBKB', 'MAP3K7', 'NFKBIA', 'IKBKG', 'MYD88', 'IRAK1', 'TLR4', 'IRAK4', 'TNF', 'GSK3B', 'TBK1', 'IRF3', 'RHOG', 'CDC42', 'CHUK', 'TAB1', 'TAB2', 'TICAM1', 'ACTR2', 'ACTR3', 'ARPC5', 'ARPC4', 'ARPC3', 'ARPC2', 'PTK2', 'PTK2B', 'ROCK1', 'ROCK2', 'PKN1', 'PKN2', 'ARHGEF12', 'ARHGEF1', 'ITGA4', 'NFATC1', 'NFATC2', 'NFATC3', 'FOS', 'JUN', 'TRAF6', 'TRAF2', 'MAP2K4', 'MAP2K7', 'NFKB1', 'RELA', 'MAP2K3', 'MAP2K6', 'MAP2K1', 'MAP2K2', 'ELMO1', 'ELMO2', 'RAC2', 'RAC3', 'ARPC1B', 'ARPC1A', 'ACTR3B', 'ACTR3C', 'ARPC5L', 'CRKL', 'PIP5K1C', 'PIP5K1A', 'PIP5K1B', 'ACTB', 'ACTG1', 'WIPF2', 'WIPF1', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'VAV3', 'VAV1', 'VAV2', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPK8', 'MAPK9', 'MAPK1', 'MAPK3', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2']",0.494397371,1.24966455,1.129728506
Antigen processing and presentation,4612,"['CD74', 'CREB1', 'CIITA', 'LGMN', 'CTSB', 'IFI30', 'TAPBP', 'CALR', 'PDIA3', 'B2M', 'CANX', 'HSPA5', 'TNF', 'IFNG', 'NFYA', 'NFYB', 'NFYC', 'RFX5', 'RFXANK', 'RFXAP', 'CTSS', 'KLRC1', 'PSME1', 'PSME2', 'PSME3', 'TAP1', 'TAP2']",0.248347051,0.160386969,0.144970864
