"","Pathway.name","Unique.genes","Phosphoproteomics","PhosphoproteomicsFDR_BH","Proteomics","ProteomicsFDR_BH","Transcriptomics","TranscriptomicsFDR_BH","Combined","CombinedFDR_BH","Contrast","Proteomics_FDR","Phosphoproteomics_FDR","Transcriptomics_FDR","Combined_FDR"
"661","Thermogenesis","190","0.910901799","1.0000000","0.725320748","1.000000e+00","0.9997943270","1.000000000","0.995758065","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"662","Pancreatic secretion"," 56","0.916262098","1.0000000","0.928757047","1.000000e+00","0.7836676600","1.000000000","0.984602840","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"663","Mitophagy - animal"," 65","0.914962652","1.0000000","0.762608901","1.000000e+00","0.9685670900","1.000000000","0.981242472","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"664","Fatty acid elongation"," 21","1","1.0000000","0.870250776","1.000000e+00","0.7806129450","1.000000000","0.999999901","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"665","Pancreatic cancer"," 69","1","1.0000000","0.959991521","1.000000e+00","0.7396302960","1.000000000","0.999999986","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"666","Longevity regulating pathway - multiple species"," 48","0.981302736","1.0000000","0.88526791","1.000000e+00","0.8311381920","1.000000000","0.994037152","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"667","Pentose and glucuronate interconversions"," 13",NA,NA,"0.907086579","1.000000e+00","1.0000000000","1.000000000","0.999994140","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"668","Oxidative phosphorylation","108","1","1.0000000","0.726482821","1.000000e+00","0.9998692020","1.000000000","0.999999999","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"669","Chemokine signaling pathway","121","0.79569555","1.0000000","0.972795257","1.000000e+00","0.9474822590","1.000000000","0.992141597","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"670","Fatty acid degradation"," 35","1","1.0000000","0.951486182","1.000000e+00","0.7717912870","1.000000000","0.999999984","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"671","Taste transduction"," 34","1","1.0000000","1","1.000000e+00","0.7434616500","1.000000000","1.000000000","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"672","Bacterial invasion of epithelial cells"," 64","0.993151184","1.0000000","0.961691217","1.000000e+00","0.8185682150","1.000000000","0.999085248","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"673","RNA degradation"," 73","0.805725887","1.0000000","0.995109539","1.000000e+00","0.9881240310","1.000000000","0.999077693","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"674","Ubiquinone and other terpenoid-quinone biosynthesis"," 10",NA,NA,"1","1.000000e+00","0.9516160580","1.000000000","1.000000000","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"675","Citrate cycle (TCA cycle)"," 29","1","1.0000000","0.84215064","1.000000e+00","0.9827372000","1.000000000","0.999999991","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"676","RNA transport","162","0.845219284","1.0000000","0.998466692","1.000000e+00","0.9992784810","1.000000000","0.999932306","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"677","Retrograde endocannabinoid signaling"," 94","1","1.0000000","0.924741799","1.000000e+00","0.9279676470","1.000000000","0.999999993","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"678","Cardiac muscle contraction"," 49","1","1.0000000","0.960123348","1.000000e+00","0.9565961980","1.000000000","0.999999999","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"679","Renin-angiotensin system"," 10","1","1.0000000","1","1.000000e+00","0.9362615250","1.000000000","1.000000000","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"680","Ascorbate and aldarate metabolism","  7",NA,NA,"1","1.000000e+00","1.0000000000","1.000000000","1.000000000","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"681","Phenylalanine, tyrosine and tryptophan biosynthesis","  3",NA,NA,"1","1.000000e+00","1.0000000000","1.000000000","1.000000000","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"682","Phosphonate and phosphinate metabolism","  5","1","1.0000000","1","1.000000e+00","1.0000000000","1.000000000","1.000000000","1.00000000","X1O2NoCyA - X19O2NoCyA",1,1,1,1
"683","D-Glutamine and D-glutamate metabolism","  4",NA,NA,"1","1.000000e+00","1.0000000000","1.000000000","1.000000000","1.00000000","X1O2NoCyA - X19O2NoCyA",1,NA,1,1
"684","Biotin metabolism","  3",NA,NA,NA,NA,"1.0000000000","1.000000000","1.000000000","1.00000000","X1O2NoCyA - X19O2NoCyA",NA,NA,1,1
"685","Ribosome","133","0.540673098","1.0000000","1.03E-12","1.740000e-10","0.9980508100","1.000000000","0.000352175","0.06039806","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"686","Coronavirus disease - COVID-19","174","0.771439331","1.0000000","1.03E-12","1.740000e-10","0.7534267770","1.000000000","0.000068100","0.02334754","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"687","Protein processing in endoplasmic reticulum","157","0.16597374","1.0000000","0.310444946","1.000000e+00","0.0000002140","0.000073400","0.001837914","0.21013480","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"688","Valine, leucine and isoleucine degradation"," 42","0.136303003","1.0000000","0.00042801","4.836516e-02","0.7418938820","1.000000000","0.004211300","0.36111898","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"689","Aminoacyl-tRNA biosynthesis"," 44","0.182954934","1.0000000","0.244546757","1.000000e+00","0.0038625670","0.370724195","0.019316381","0.70158330","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"690","Fructose and mannose metabolism"," 29","1","1.0000000","0.476689536","1.000000e+00","0.0004052510","0.069500605","0.997761320","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"691","Cytokine-cytokine receptor interaction","113","0.237838421","1.0000000","0.074363175","8.776781e-01","0.0177761120","0.531064654","0.013374842","0.70158330","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"692","Terpenoid backbone biosynthesis"," 21","0.041009889","1.0000000","0.009735581","4.125452e-01","0.9839817650","1.000000000","0.033488429","0.76576875","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"693","Mucin type O-glycan biosynthesis"," 20",NA,NA,"0.154428288","1.000000e+00","0.0175214830","0.531064654","0.025561202","0.70158330","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"694","Vitamin B6 metabolism","  6",NA,NA,"0.681251222","1.000000e+00","0.0043233140","0.370724195","0.175149674","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"695","Allograft rejection"," 28","0.32928406","1.0000000","0.002606939","1.767504e-01","0.6484913260","1.000000000","0.025158683","0.70158330","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"696","Glycolysis / Gluconeogenesis"," 51","0.528941519","1.0000000","0.057218588","8.082126e-01","0.0185795210","0.531064654","0.037507210","0.80406081","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"697","Graft-versus-host disease"," 29","0.32928406","1.0000000","0.002606939","1.767504e-01","0.6872669550","1.000000000","0.027676554","0.70158330","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"698","Lipoic acid metabolism","  3",NA,NA,"0.248473282","1.000000e+00","0.0149652320","0.531064654","0.045355515","0.81881682","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"699","Cell adhesion molecules"," 81","0.295883426","1.0000000","0.108444601","9.874700e-01","0.0239969970","0.587926426","0.027730340","0.70158330","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"700","p53 signaling pathway"," 67","0.945958527","1.0000000","0.014299886","4.711288e-01","0.0806417830","0.785684535","0.181981766","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"701","Type I diabetes mellitus"," 31","0.423144676","1.0000000","0.005315109","3.003037e-01","0.5970998910","1.000000000","0.045357200","0.81881682","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"702","Glycosphingolipid biosynthesis - ganglio series"," 14",NA,NA,"0.049793463","8.023501e-01","0.1406122850","0.927500267","0.024640321","0.70158330","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"703","Malaria"," 24",NA,NA,"0.07596827","8.776781e-01","0.0948651710","0.831919439","0.028636053","0.70158330","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"704","Autoimmune thyroid disease"," 28","0.32928406","1.0000000","0.007176626","3.475538e-01","0.6484913260","1.000000000","0.041544577","0.81881682","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"705","Apoptosis - multiple species"," 28","0.085064204","1.0000000","0.03839039","6.849654e-01","0.5558221250","1.000000000","0.023039590","0.70158330","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"706","Tuberculosis","127","0.125119267","1.0000000","0.03588321","6.849654e-01","0.4163308030","1.000000000","0.022500257","0.70158330","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"707","Alzheimer disease","300","0.002488465","0.7540049","0.874068475","1.000000e+00","0.9942826780","1.000000000","0.451112060","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"708","Tyrosine metabolism"," 20",NA,NA,"0.864961424","1.000000e+00","0.0124086600","0.531064654","0.422268806","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"709","Synthesis and degradation of ketone bodies","  7","0.232039637","1.0000000","0.012421614","4.678808e-01","0.8623597530","1.000000000","0.064613831","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"710","Histidine metabolism"," 11",NA,NA,"0.363964594","1.000000e+00","0.0320301640","0.732423086","0.106795157","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"711","Central carbon metabolism in cancer"," 55","0.528941519","1.0000000","0.105159172","9.874700e-01","0.0499974380","0.785684535","0.080819210","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"712","Antigen processing and presentation"," 55","0.665394145","1.0000000","0.203097265","1.000000e+00","0.0231135150","0.587926426","0.152172384","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"713","Biosynthesis of amino acids"," 66","0.806756698","1.0000000","0.025862901","6.282297e-01","0.1571765710","0.929509721","0.139327522","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"714","Other glycan degradation"," 15",NA,NA,"0.101710895","9.874700e-01","0.1803845800","0.934467112","0.059365217","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"715","Toxoplasmosis"," 94","0.528941519","1.0000000","0.145657951","1.000000e+00","0.0583822370","0.785684535","0.107133405","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"716","Other types of O-glycan biosynthesis"," 35","1","1.0000000","0.629457867","1.000000e+00","0.0072130690","0.494816535","0.999712017","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"717","Platinum drug resistance"," 59","0.75606361","1.0000000","0.113602742","9.874700e-01","0.0550396310","0.785684535","0.172330358","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"718","Glycosaminoglycan degradation"," 17",NA,NA,"0.03662384","6.849654e-01","0.6350675330","1.000000000","0.086187673","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"719","Legionellosis"," 41","0.714209374","1.0000000","0.174470639","1.000000e+00","0.0482227470","0.785684535","0.190038244","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"720","Glycerolipid metabolism"," 44","0.423144676","1.0000000","0.125435151","1.000000e+00","0.1202255160","0.927500267","0.092584198","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"721","Fanconi anemia pathway"," 53","0.450430084","1.0000000","0.250291884","1.000000e+00","0.0592535380","0.785684535","0.131265041","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"722","Endocrine and other factor-regulated calcium reabsorption"," 36","0.011640346","1.0000000","1","1.000000e+00","0.6261581560","1.000000000","0.997182149","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"723","Bile secretion"," 34","0.02856558","1.0000000","0.473431279","1.000000e+00","0.5500508720","1.000000000","0.107126583","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"724","PPAR signaling pathway"," 49","0.410384151","1.0000000","0.027787462","6.282297e-01","0.6648249930","1.000000000","0.109731196","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"725","Amino sugar and nucleotide sugar metabolism"," 44","0.141562827","1.0000000","0.820136581","1.000000e+00","0.0668964020","0.785684535","0.246273426","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"726","Protein export"," 23","0.136303003","1.0000000","0.326109279","1.000000e+00","0.1850269430","0.934467112","0.087358737","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"727","Human T-cell leukemia virus 1 infection","192","0.149074252","1.0000000","0.409778067","1.000000e+00","0.1488922120","0.929509721","0.109110459","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"728","MAPK signaling pathway","205","0.054475662","1.0000000","0.603809532","1.000000e+00","0.2817963990","0.976324898","0.135160387","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"729","Mineral absorption"," 35","0.085064204","1.0000000","1","1.000000e+00","0.1092344960","0.913839805","0.997095930","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"730","mTOR signaling pathway","131","0.152720048","1.0000000","0.629764027","1.000000e+00","0.0966400930","0.831919439","0.169079925","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"731","Biosynthesis of unsaturated fatty acids"," 22","1","1.0000000","0.715134658","1.000000e+00","0.0132043310","0.531064654","0.999885407","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"732","Adrenergic signaling in cardiomyocytes"," 93","0.05811579","1.0000000","0.995261273","1.000000e+00","0.1709167010","0.934467112","0.613761065","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"733","Apoptosis","118","0.046865079","1.0000000","0.344035904","1.000000e+00","0.6256911120","1.000000000","0.108208853","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"734","ABC transporters"," 29","0.232039637","1.0000000","0.462547915","1.000000e+00","0.0970168440","0.831919439","0.148873346","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"735","Lipid and atherosclerosis","159","0.907385399","1.0000000","0.05432971","8.023501e-01","0.2254745930","0.934467112","0.321399064","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"736","Epstein-Barr virus infection","176","0.817636578","1.0000000","0.756752284","1.000000e+00","0.0183576200","0.531064654","0.595463333","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"737","Autophagy - other"," 30","0.02356414","1.0000000","0.760535197","1.000000e+00","0.6363113420","1.000000000","0.239695356","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"738","Progesterone-mediated oocyte maturation"," 81","0.030502123","1.0000000","0.479012727","1.000000e+00","0.9340773050","1.000000000","0.247619666","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"739","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"," 25","1","1.0000000","0.015287364","4.711288e-01","0.9144425040","1.000000000","0.999504257","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"740","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"," 15",NA,NA,"1","1.000000e+00","0.0526816770","0.785684535","0.999998304","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"741","Axon guidance","121","0.019707341","1.0000000","0.976670162","1.000000e+00","0.8171144910","1.000000000","0.614122115","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"742","Prion disease","222","0.019707341","1.0000000","0.856764361","1.000000e+00","0.9594784820","1.000000000","0.505547298","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"743","Glycine, serine and threonine metabolism"," 29","1","1.0000000","0.054436736","8.023501e-01","0.3101237990","0.984530065","0.998349330","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"744","Sphingolipid signaling pathway"," 99","0.265161794","1.0000000","0.896977953","1.000000e+00","0.0729778930","0.785684535","0.440345806","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"745","Melanoma"," 46","0.348928127","1.0000000","0.833673539","1.000000e+00","0.0621683980","0.785684535","0.414022676","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"746","Relaxin signaling pathway"," 88","0.133019276","1.0000000","0.914860106","1.000000e+00","0.1549813780","0.929509721","0.409221759","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"747","Estrogen signaling pathway"," 84","0.22177358","1.0000000","0.804145269","1.000000e+00","0.1125223270","0.918932338","0.339695142","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"748","Cell cycle","118","0.369814297","1.0000000","0.452508369","1.000000e+00","0.1257623220","0.927500267","0.230550169","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"749","Endometrial cancer"," 52","0.143703022","1.0000000","0.431798116","1.000000e+00","0.3487241620","1.000000000","0.168841961","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"750","B cell receptor signaling pathway"," 74","0.275804901","1.0000000","0.998445474","1.000000e+00","0.0796111240","0.785684535","0.838406049","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"751","Carbohydrate digestion and absorption"," 30","0.547424725","1.0000000","0.663341077","1.000000e+00","0.0617656470","0.785684535","0.404678927","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"752","Leishmaniasis"," 59","0.488392398","1.0000000","0.207483658","1.000000e+00","0.2217178640","0.934467112","0.199407865","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"753","Hippo signaling pathway - multiple species"," 21","0.733555144","1.0000000","0.462547915","1.000000e+00","0.0687578930","0.785684535","0.411278679","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"754","Small cell lung cancer"," 75","0.611711601","1.0000000","0.519837161","1.000000e+00","0.0738836140","0.785684535","0.367243591","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"755","Carbon metabolism"," 99","0.473057856","1.0000000","0.103173533","9.874700e-01","0.4839227380","1.000000000","0.189267567","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"756","Mannose type O-glycan biosynthesis"," 19",NA,NA,"0.248473282","1.000000e+00","0.3191572770","0.986224738","0.204955057","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"757","Hematopoietic cell lineage"," 53","0.133019276","1.0000000","0.589999968","1.000000e+00","0.3109567380","0.984530065","0.220262070","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"758","beta-Alanine metabolism"," 23","1","1.0000000","0.395036257","1.000000e+00","0.0653181700","0.785684535","0.999681386","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"759","Autophagy - animal","124","0.067839855","1.0000000","0.534207606","1.000000e+00","0.7133985900","1.000000000","0.240269613","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"760","Biosynthesis of cofactors","111","0.968312721","1.0000000","0.347382708","1.000000e+00","0.0769179080","0.785684535","0.660184912","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"761","TNF signaling pathway"," 84","0.58177829","1.0000000","0.552390441","1.000000e+00","0.0824625170","0.785684535","0.376761782","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"762","Fatty acid degradation"," 35","1","1.0000000","0.027797773","6.282297e-01","0.9554467350","1.000000000","0.999829469","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"763","Viral carcinogenesis","179","0.759527441","1.0000000","0.903692141","1.000000e+00","0.0397855010","0.785684535","0.736634723","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"764","Peroxisome"," 70","0.733555144","1.0000000","0.047439189","8.023501e-01","0.7879794660","1.000000000","0.356408707","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"765","Pathways of neurodegeneration - multiple diseases","380","0.029702898","1.0000000","0.954193792","1.000000e+00","0.9986288150","1.000000000","0.844580413","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"766","Lysosome","115","0.488392398","1.0000000","0.275978507","1.000000e+00","0.2123357070","0.934467112","0.237947934","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
